invoice_date,original_amount_due,current_balance,payor,express_or_ground_tracking_id,transportation_charge_amount,net_charge_amount,service_type,ground_service,shipment_date,pod_delivery_date,pod_delivery_time,actual_weight_amount,actual_weight_units,rated_weight_amount,rated_weight_units,number_of_pieces,service_packaging,dim_length,dim_width,dim_height,dim_divisor,dim_unit,recipient_zip_code,recipient_country/territory,original_recipient_address_line_1,original_recipient_city,original_recipient_state,original_recipient_zip_code,original_recipient_country/territory,zone_code,currency_conversion_date,multiweight_number,multiweight_total_multiweight_units,multiweight_total_multiweight_weight,multiweight_total_shipment_charge_amount,multiweight_total_shipment_weight,delivery_confirmation,tendered_date,tracking_id_charge_description,tracking_id_charge_amount,tracking_id_charge_description_1,tracking_id_charge_amount_1,tracking_id_charge_description_2,tracking_id_charge_amount_2
2024-03-05,3425.68,0,Shipper,271426000374,24.13,21.55,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,25.9,lbs,26,lbs,1,Customer Packaging,19,16,13,225,I,284093214,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.97,Residential,5.55,Performance Pricing,-11.1
2024-03-05,3425.68,0,Shipper,271426004623,23.06,20.88,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,23.3,lbs,24,lbs,1,Customer Packaging,19,15,13,225,I,284093214,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.88,Residential,5.55,Performance Pricing,-10.61
2024-03-05,3425.68,0,Shipper,271426004792,23.06,20.88,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,23.3,lbs,24,lbs,1,Customer Packaging,19,15,13,225,I,284093214,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.88,Residential,5.55,Performance Pricing,-10.61
2024-03-05,3425.68,0,Shipper,271426009371,24.61,21.86,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,26.3,lbs,27,lbs,1,Customer Packaging,19,16,13,225,I,284093214,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.02,Residential,5.55,Performance Pricing,-11.32
2024-03-05,3425.68,0,Shipper,271426010640,23.16,20.95,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,24.8,lbs,25,lbs,1,Customer Packaging,19,15,13,225,I,284093214,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.89,Residential,5.55,Performance Pricing,-10.65
2024-03-05,3425.68,0,Shipper,271426111180,30.85,25.77,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,28.3,lbs,29,lbs,1,Customer Packaging,22,18,15,225,I,327247664,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,5,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.56,Residential,5.55,Performance Pricing,-14.19
2024-03-05,3425.68,0,Shipper,271426114400,27.21,23.48,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,23.7,lbs,24,lbs,1,Customer Packaging,19,16,12,225,I,327247664,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,5,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.24,Residential,5.55,Performance Pricing,-12.52
2024-03-05,3425.68,0,Shipper,271426116387,35.46,27.83,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,34.0,lbs,34,lbs,1,Customer Packaging,22,21,15,225,I,327247664,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,5,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.84,Residential,5.55,Performance Pricing,-17.02
2024-03-12,4633.44,0,Shipper,271426190971,51.23,38.53,Ground,"Prepaid, Domestic",2024-02-28,20240304.0,12:00,27.2,lbs,28,lbs,1,Customer Packaging,19,16,12,225,I,927076786,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,8,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,5.32,Residential,5.55,Performance Pricing,-23.57
2024-03-12,4633.44,0,Shipper,271426232824,48.53,36.84,Ground,"Prepaid, Domestic",2024-02-28,20240305.0,12:00,25.5,lbs,26,lbs,1,Customer Packaging,19,16,12,225,I,890028233,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,8,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,5.08,Residential,5.55,Performance Pricing,-22.32
2024-03-05,3425.68,0,Shipper,271426284843,32.07,26.53,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,30.0,lbs,30,lbs,1,Customer Packaging,22,20,15,225,I,335793930,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,5,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.66,Residential,5.55,Performance Pricing,-14.75
2024-03-05,3425.68,0,Shipper,271426330559,30.85,34.7,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,28.9,lbs,29,lbs,1,Customer Packaging,19,16,12,225,I,384622559,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,5,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,4.79,Residential,5.55,Performance Pricing,-14.19
2024-03-05,3425.68,0,Shipper,271426392914,30.85,25.77,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,29.0,lbs,29,lbs,1,Customer Packaging,19,16,12,225,I,301262543,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,5,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.56,Residential,5.55,Performance Pricing,-14.19
2024-03-05,3425.68,0,Shipper,271426395041,30.85,25.77,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,28.9,lbs,29,lbs,1,Customer Packaging,19,16,12,225,I,301262543,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,5,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.56,Residential,5.55,Performance Pricing,-14.19
2024-03-13,10484.44,0,Shipper,271426449229,22.07,30.98,Ground,"Prepaid, Domestic",2024-02-28,20240306.0,12:00,8.8,lbs,9,lbs,1,Customer Packaging,12,12,12,225,I,983295826,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,8,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,4.27,Residential,5.55,Performance Pricing,-8.61
2024-03-05,3425.68,0,Shipper,271426504248,26.77,23.21,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,28.6,lbs,30,lbs,1,Customer Packaging,22,20,15,225,I,430169051,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.2,Residential,5.55,Performance Pricing,-12.31
2024-03-05,3425.68,0,Shipper,271426580239,20.56,19.32,Ground,"Prepaid, Domestic",2024-02-28,20240229.0,12:00,29.8,lbs,30,lbs,1,Customer Packaging,21,21,15,225,I,197131817,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,2,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.67,Residential,5.55,Performance Pricing,-9.46
2024-03-12,4633.44,0,Shipper,271426630454,56.53,40.54,Ground,"Prepaid, Domestic",2024-02-28,20240305.0,12:00,31.0,lbs,31,lbs,1,Customer Packaging,19,16,12,225,I,852045818,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,8,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,5.59,Residential,5.55,Performance Pricing,-27.13
2024-03-12,4633.44,0,Shipper,271426690471,73.18,50.58,Ground,"Prepaid, Domestic",2024-02-28,20240304.0,12:00,43.6,lbs,44,lbs,1,Customer Packaging,22,18,15,225,I,799366349,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,8,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,6.98,Residential,5.55,Performance Pricing,-35.13
2024-03-12,4633.44,0,Shipper,271426749282,52.6,39.38,Ground,"Prepaid, Domestic",2024-02-28,20240303.0,12:00,28.5,lbs,29,lbs,1,Customer Packaging,19,16,12,225,I,981481871,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,8,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,5.43,Residential,5.55,Performance Pricing,-24.2
2024-03-05,3425.68,0,Shipper,271426802655,29.68,24.34,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,33.7,lbs,34,lbs,1,Customer Packaging,22,20,15,225,I,446475313,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.36,Residential,5.55,Performance Pricing,-14.25
2024-03-05,3425.68,0,Shipper,271426987142,24.69,21.9,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,20.2,lbs,21,lbs,1,Customer Packaging,19,16,12,225,I,327247664,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,5,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.02,Residential,5.55,Performance Pricing,-11.36
2024-03-05,3425.68,0,Shipper,271427071557,35.1,28.42,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,25.7,lbs,26,lbs,1,Customer Packaging,19,16,12,225,I,339089647,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,6,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.92,Residential,5.55,Performance Pricing,-16.15
2024-03-05,3425.68,0,Shipper,271427131578,22.41,21.52,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,17.2,lbs,18,lbs,1,Customer Packaging,19,16,12,225,I,344712854,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,5,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.97,Residential,5.55,Performance Pricing,-9.41
2024-03-05,3425.68,0,Shipper,271427177878,35.1,37.35,Ground,"Prepaid, Domestic",2024-02-28,20240302.0,12:00,26.0,lbs,26,lbs,1,Customer Packaging,19,16,12,225,I,712694604,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,6,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,5.15,Residential,5.55,Performance Pricing,-16.15
2024-03-12,4633.44,0,Shipper,271427241240,30.84,25.75,Ground,"Prepaid, Domestic",2024-02-28,20240304.0,12:00,27.6,lbs,28,lbs,1,Customer Packaging,19,16,12,225,I,551222129,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,5,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.55,Residential,5.55,Performance Pricing,-14.19
2024-03-05,3425.68,0,Shipper,271427318175,18.52,18.9,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,16.0,lbs,17,lbs,1,Customer Packaging,19,16,12,225,I,28278,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.61,Residential,5.55,Performance Pricing,-7.78
2024-03-05,3425.68,0,Shipper,271427324836,23.06,20.88,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,23.2,lbs,24,lbs,1,Customer Packaging,19,16,12,225,I,28278,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.88,Residential,5.55,Performance Pricing,-10.61
2024-03-05,3425.68,0,Shipper,271427327478,23.16,20.95,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,24.1,lbs,25,lbs,1,Customer Packaging,19,16,12,225,I,28278,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.89,Residential,5.55,Performance Pricing,-10.65
2024-03-05,3425.68,0,Shipper,271427329404,25.79,22.6,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,28.3,lbs,29,lbs,1,Customer Packaging,19,16,12,225,I,28278,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.12,Residential,5.55,Performance Pricing,-11.86
2024-03-05,3425.68,0,Shipper,271427333094,23.16,20.95,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,24.9,lbs,25,lbs,1,Customer Packaging,19,16,13,225,I,28278,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.89,Residential,5.55,Performance Pricing,-10.65
2024-03-05,3425.68,0,Shipper,271427460105,25.08,28.18,Ground,"Prepaid, Domestic",2024-02-28,20240229.0,12:00,30.2,lbs,31,lbs,1,Customer Packaging,22,18,15,225,I,217549005,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,3,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.89,Residential,5.55,Performance Pricing,-12.04
2024-03-05,3425.68,0,Shipper,271427508927,30.27,25.41,Ground,"Prepaid, Domestic",2024-02-28,20240302.0,12:00,21.1,lbs,22,lbs,1,Customer Packaging,19,16,12,225,I,755011148,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,6,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.51,Residential,5.55,Performance Pricing,-13.92
2024-03-05,3425.68,0,Shipper,271427512231,35.1,28.42,Ground,"Prepaid, Domestic",2024-02-28,20240302.0,12:00,25.7,lbs,26,lbs,1,Customer Packaging,19,16,12,225,I,755011148,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,6,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.92,Residential,5.55,Performance Pricing,-16.15
2024-03-05,3425.68,0,Shipper,271427573358,28.87,24.52,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,25.7,lbs,26,lbs,1,Customer Packaging,19,16,12,225,I,604785644,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,5,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.38,Residential,5.55,Performance Pricing,-13.28
2024-03-05,3425.68,0,Shipper,271427641377,18.55,19.57,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,9.3,lbs,10,lbs,1,Customer Packaging,12,12,12,225,I,606032725,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,5,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.7,Residential,5.55,Performance Pricing,-7.23
2024-03-12,4633.44,0,Shipper,271427744162,37.46,38.84,Ground,"Prepaid, Domestic",2024-02-28,20240305.0,12:00,22.4,lbs,23,lbs,1,Customer Packaging,19,16,12,225,I,808091202,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,7,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,5.36,Residential,5.55,Performance Pricing,-17.23
2024-03-12,4633.44,0,Shipper,271427745802,40.85,40.96,Ground,"Prepaid, Domestic",2024-02-28,20240305.0,12:00,25.0,lbs,25,lbs,1,Customer Packaging,19,16,12,225,I,808091202,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,7,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,5.65,Residential,5.55,Performance Pricing,-18.79
2024-03-05,3425.68,0,Shipper,271427831886,23.06,20.88,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,23.2,lbs,24,lbs,1,Customer Packaging,19,16,12,225,I,489104272,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.88,Residential,5.55,Performance Pricing,-10.61
2024-03-05,3425.68,0,Shipper,271427834819,24.61,21.86,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,26.1,lbs,27,lbs,1,Customer Packaging,19,16,12,225,I,489104272,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.02,Residential,5.55,Performance Pricing,-11.32
2024-03-05,3425.68,0,Shipper,271470233194,23.96,15.01,Ground,"Prepaid, Domestic",2024-02-27,20240228.0,12:00,28.7,lbs,29,lbs,1,Customer Packaging,19,16,12,225,I,168017674,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,3,20240227,0,0,0,0,0,P,2024-02-27,Fuel Surcharge,2.07,,,Performance Pricing,-11.02
2024-03-05,3425.68,0,Shipper,271470235820,20.37,12.76,Ground,"Prepaid, Domestic",2024-02-27,20240228.0,12:00,21.3,lbs,22,lbs,1,Customer Packaging,19,16,12,225,I,168017674,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,3,20240227,0,0,0,0,0,P,2024-02-27,Fuel Surcharge,1.76,,,Performance Pricing,-9.37
2024-03-05,3425.68,0,Shipper,271470237351,20.37,12.76,Ground,"Prepaid, Domestic",2024-02-27,20240228.0,12:00,21.2,lbs,22,lbs,1,Customer Packaging,19,16,12,225,I,168017674,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,3,20240227,0,0,0,0,0,P,2024-02-27,Fuel Surcharge,1.76,,,Performance Pricing,-9.37
2024-03-05,3425.68,0,Shipper,271470239928,21.6,13.53,Ground,"Prepaid, Domestic",2024-02-27,20240228.0,12:00,23.4,lbs,24,lbs,1,Customer Packaging,19,16,12,225,I,168017674,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,3,20240227,0,0,0,0,0,P,2024-02-27,Fuel Surcharge,1.87,,,Performance Pricing,-9.94
2024-03-05,3425.68,0,Shipper,271470241906,20.02,12.54,Ground,"Prepaid, Domestic",2024-02-27,20240228.0,12:00,20.4,lbs,21,lbs,1,Customer Packaging,19,16,12,225,I,168017674,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,3,20240227,0,0,0,0,0,P,2024-02-27,Fuel Surcharge,1.73,,,Performance Pricing,-9.21
2024-03-05,3425.68,0,Shipper,271470243298,23.52,14.73,Ground,"Prepaid, Domestic",2024-02-27,20240228.0,12:00,27.9,lbs,28,lbs,1,Customer Packaging,19,16,12,225,I,168017674,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,3,20240227,0,0,0,0,0,P,2024-02-27,Fuel Surcharge,2.03,,,Performance Pricing,-10.82
2024-03-05,3425.68,0,Shipper,271470244239,25.09,15.14,Ground,"Prepaid, Domestic",2024-02-27,20240228.0,12:00,31.3,lbs,32,lbs,1,Customer Packaging,19,16,12,225,I,168017674,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,3,20240227,0,0,0,0,0,P,2024-02-27,Fuel Surcharge,2.09,,,Performance Pricing,-12.04
2024-03-05,3425.68,0,Shipper,271470244982,24.54,15.37,Ground,"Prepaid, Domestic",2024-02-27,20240228.0,12:00,29.6,lbs,30,lbs,1,Customer Packaging,19,16,12,225,I,168017674,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,3,20240227,0,0,0,0,0,P,2024-02-27,Fuel Surcharge,2.12,,,Performance Pricing,-11.29
2024-03-05,3425.68,0,Shipper,271470247797,24.54,15.37,Ground,"Prepaid, Domestic",2024-02-27,20240228.0,12:00,29.2,lbs,30,lbs,1,Customer Packaging,19,16,12,225,I,168017674,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,3,20240227,0,0,0,0,0,P,2024-02-27,Fuel Surcharge,2.12,,,Performance Pricing,-11.29
2024-03-05,3425.68,0,Shipper,271470249436,25.09,15.14,Ground,"Prepaid, Domestic",2024-02-27,20240228.0,12:00,31.9,lbs,32,lbs,1,Customer Packaging,19,16,12,225,I,168017674,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,3,20240227,0,0,0,0,0,P,2024-02-27,Fuel Surcharge,2.09,,,Performance Pricing,-12.04
2024-03-05,3425.68,0,Shipper,271470539834,17.13,11.53,Ground,"Prepaid, Domestic",2024-02-28,20240229.0,12:00,19.7,lbs,20,lbs,1,Customer Packaging,19,16,12,225,I,172013503,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,2,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,1.59,,,Performance Pricing,-7.19
2024-03-05,3425.68,0,Shipper,271476374747,27.53,20.47,Home Delivery,Prepaid,2024-02-28,20240301.0,12:00,31.8,lbs,32,lbs,1,Customer Packaging,22,18,15,225,I,472015747,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.82,Residential,2.78,Performance Pricing,-12.66
2024-03-05,3425.68,0,Shipper,271477575789,18.52,18.9,Ground,"Prepaid, Domestic",2024-02-28,20240301.0,12:00,16.1,lbs,17,lbs,1,Customer Packaging,19,16,12,225,I,275459770,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,4,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.61,Residential,5.55,Performance Pricing,-7.78
2024-03-12,4633.44,0,Shipper,271477619851,32.65,28.41,Ground,"Prepaid, Domestic",2024-02-28,20240305.0,12:00,15.6,lbs,17,lbs,1,Customer Packaging,19,16,12,225,I,908042930,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,8,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.92,Residential,5.55,Performance Pricing,-13.71
2024-03-12,4633.44,0,Shipper,271477686425,30.27,18.97,Ground,"Prepaid, Domestic",2024-02-28,20240304.0,12:00,21.9,lbs,22,lbs,1,Customer Packaging,19,16,12,225,I,681443218,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,6,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.62,,,Performance Pricing,-13.92
2024-03-12,4633.44,0,Shipper,271477692133,31.42,19.69,Ground,"Prepaid, Domestic",2024-02-28,20240304.0,12:00,23.0,lbs,23,lbs,1,Customer Packaging,19,16,12,225,I,681443218,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,6,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.72,,,Performance Pricing,-14.45
2024-03-12,4633.44,0,Shipper,271477693210,25.18,16.94,Ground,"Prepaid, Domestic",2024-02-28,20240304.0,12:00,9.8,lbs,17,lbs,1,Customer Packaging,19,16,12,225,I,681443218,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,6,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,2.34,,,Performance Pricing,-10.58
2024-03-12,4633.44,0,Shipper,271477747773,37.46,29.91,Ground,"Prepaid, Domestic",2024-02-28,20240305.0,12:00,22.5,lbs,23,lbs,1,Customer Packaging,19,16,12,225,I,80927,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,7,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,4.13,Residential,5.55,Performance Pricing,-17.23
2024-03-12,4633.44,0,Shipper,271477749526,42.52,33.07,Ground,"Prepaid, Domestic",2024-02-28,20240305.0,12:00,25.2,lbs,26,lbs,1,Customer Packaging,19,16,12,225,I,80927,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,7,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,4.56,Residential,5.55,Performance Pricing,-19.56
2024-03-12,4633.44,0,Shipper,271477751824,42.52,33.07,Ground,"Prepaid, Domestic",2024-02-28,20240305.0,12:00,25.4,lbs,26,lbs,1,Customer Packaging,19,16,12,225,I,80927,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,7,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,4.56,Residential,5.55,Performance Pricing,-19.56
2024-03-12,4633.44,0,Shipper,271477752853,48.24,35.53,Ground,"Prepaid, Domestic",2024-02-28,20240305.0,12:00,30.3,lbs,31,lbs,1,Customer Packaging,19,16,12,225,I,80927,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,7,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,4.9,Residential,5.55,Performance Pricing,-23.16
2024-03-12,4633.44,0,Shipper,271477753724,38.72,30.7,Ground,"Prepaid, Domestic",2024-02-28,20240305.0,12:00,24.0,lbs,24,lbs,1,Customer Packaging,19,16,12,225,I,80927,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,7,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,4.24,Residential,5.55,Performance Pricing,-17.81
2024-03-12,4633.44,0,Shipper,271477756241,45.25,34.78,Ground,"Prepaid, Domestic",2024-02-28,20240305.0,12:00,27.4,lbs,28,lbs,1,Customer Packaging,19,16,12,225,I,80927,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,7,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,4.8,Residential,5.55,Performance Pricing,-20.82
2024-03-12,4633.44,0,Shipper,271477758542,48.24,35.53,Ground,"Prepaid, Domestic",2024-02-28,20240305.0,12:00,30.1,lbs,31,lbs,1,Customer Packaging,19,16,12,225,I,80927,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,7,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,4.9,Residential,5.55,Performance Pricing,-23.16
2024-03-12,4633.44,0,Shipper,271477761961,49.84,36.51,Ground,"Prepaid, Domestic",2024-02-28,20240305.0,12:00,32.4,lbs,33,lbs,1,Customer Packaging,19,16,12,225,I,80927,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,7,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,5.04,Residential,5.55,Performance Pricing,-23.92
2024-03-12,4633.44,0,Shipper,271477764478,48.24,35.53,Ground,"Prepaid, Domestic",2024-02-28,20240305.0,12:00,30.3,lbs,31,lbs,1,Customer Packaging,19,16,12,225,I,80927,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,7,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,4.9,Residential,5.55,Performance Pricing,-23.16
2024-03-12,4633.44,0,Shipper,271477766264,48.24,35.53,Ground,"Prepaid, Domestic",2024-02-28,20240305.0,12:00,30.6,lbs,31,lbs,1,Customer Packaging,19,16,12,225,I,80927,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,7,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,4.9,Residential,5.55,Performance Pricing,-23.16
2024-03-05,3425.68,0,Shipper,271477860707,24.54,28.42,Ground,"Prepaid, Domestic",2024-02-28,20240229.0,12:00,29.9,lbs,30,lbs,1,Customer Packaging,19,16,12,225,I,40831840,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,3,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.92,Residential,5.55,Performance Pricing,-11.29
2024-03-05,3425.68,0,Shipper,271477861563,25.08,28.18,Ground,"Prepaid, Domestic",2024-02-28,20240229.0,12:00,30.8,lbs,31,lbs,1,Customer Packaging,19,16,12,225,I,40831840,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,3,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.89,Residential,5.55,Performance Pricing,-12.04
2024-03-05,3425.68,0,Shipper,271477862386,22.43,27.1,Ground,"Prepaid, Domestic",2024-02-28,20240229.0,12:00,25.9,lbs,26,lbs,1,Customer Packaging,19,16,12,225,I,40831840,US,4700 WISSAHICKON AVE,Philadelphia,PA,19144,US,3,20240228,0,0,0,0,0,P,2024-02-28,Fuel Surcharge,3.74,Residential,5.55,Performance Pricing,-10.32
